google.com,ecom,googlecom,lecom
root-servers.net,ersnet,root-serversnet,rsnet,serversnet,snet
googleapis.com,iscom,scom
apple.com,applecom,ecom,lecom
gstatic.com,ccom,iccom
facebook.com,bookcom,facebookcom,kcom,okcom
tiktokcdn.com,dncom,ncom
microsoft.com,ftcom,microsoftcom,softcom,tcom
amazonaws.com,amazonawscom,scom,wscom
googlevideo.com,ocom,videocom
cloudflare.com,cloudflarecom,ecom,recom
fbcdn.net,cdnnet,nnet
doubleclick.net,cknet,clicknet,knet
youtube.com,becom,ecom,tubecom,youtubecom
icloud.com,cloudcom,dcom,icloudcom,udcom
apple-dns.net,dnsnet,snet
amazon.com,amazoncom,ncom,oncom
instagram.com,amcom,gramcom,instagramcom,mcom,ramcom
whatsapp.net,appnet,pnet
akadns.net,dnsnet,snet
googleusercontent.com,tcom
akamai.net,ainet,inet,mainet
ntp.org,porg,rg
tiktokv.com,kvcom,vcom
googlesyndication.com,googlesyndicationcom,ncom,oncom
gvt2.com,2com
cloudfront.net,frontnet,ntnet,tnet
akamaiedge.net,edgenet,enet,genet
cloudflare-dns.com,dnscom,nscom,scom
cdn77.org,77org,7org,rg
netflix.com,ixcom,netflixcom,xcom
ytimg.com,gcom,mgcom
aaplimg.com,gcom,mgcom
cdninstagram.com,amcom,gramcom,instagramcom,mcom,ramcom
live.com,ecom,livecom,vecom
bytefcdn-oversea.com,acom,eacom,seacom
bing.com,bingcom,gcom,ingcom,ngcom
spotify.com,fycom,spotifycom,ycom
app-analytics-services.com,cescom,escom,scom
gvt1.com,1com,t1com
snapchat.com,atcom,chatcom,tcom
google-analytics.com,cscom,icscom,scom
one.one,eone,neone,oneone
yahoo.com,hoocom,ocom,oocom,yahoocom
googleadservices.com,cescom,escom,googleadservicescom,scom
unity3d.com,3dcom,dcom
twitter.com,ercom,rcom,twittercom
digicert.com,rtcom,tcom
app-measurement.com,tcom
fastly.net,lynet
dns.google,dnsgoogle,le,ogle,oogle
ttlivecdn.com,dncom,ncom
ui.com,icom,uicom
applovin.com,incom,ncom,vincom
office.com,cecom,ecom,officecom
amazon-adsystem.com,emcom,mcom
msftncsi.com,csicom,icom,sicom
roblox.com,oxcom,robloxcom,xcom
ggpht.com,htcom,tcom
samsung.com,gcom,ngcom,samsungcom
googletagmanager.com,ercom,gercom,rcom
baidu.com,baiducom,ducom,ucom
rocket-cdn.com,dncom,ncom
trafficmanager.net,gernet,managernet,rnet
azure.com,ecom,recom
wikipedia.org,aorg,diaorg,rg,wikipediaorg
appsflyersdk.com,dkcom,kcom
lencr.org,rg,rorg
bytefcdn-ttpeu.com,eucom,ucom
xiaomi.com,icom,micom
rbxcdn.com,dncom,ncom
skype.com,ecom,skypecom
qq.com,qcom,qqcom
msn.com,msncom,ncom,sncom
sentry.io,ryio,yio
tiktokcdn-us.com,scom,uscom
android.com,androidcom,dcom,idcom
criteo.com,ocom
linkedin.com,incom,linkedincom,ncom
gmail.com,gmailcom,ilcom,lcom,mailcom
windows.net,snet,windowsnet
3gppnetwork.org,korg,rg,rkorg
taboola.com,acom,lacom,olacom
microsoftonline.com,ecom,inecom,linecom,necom,onlinecom
qlivecdn.com,dncom,ncom
windows.com,scom,wscom
cdn-apple.com,applecom,ecom,lecom
doubleverify.com,fycom,verifycom,ycom
miui.com,icom,uicom
office365.com,365com,5com,65com
2mdn.net,nnet
windowsupdate.com,ecom,tecom
crashlytics.com,cscom,icscom,scom
mzstatic.com,ccom,iccom
pangle.io,eio,leio
vungle.com,ecom,lecom
taobao.com,aocom,ocom,taobaocom
ampproject.org,ctorg,rg,torg
mtgglobals.com,alscom,lscom,scom
casalemedia.com,acom,diacom,iacom,mediacom
